"","species","site","trees","Canopy","dbh","dist","azimuth","easting","northing","A","B","convha","a","b","region","eq","Origin_ref","ref","totAB"
"145","PCRU","HOW1",126,"C",21.5,18.1,15,1462575.363,5079337.545,17.48325746,4.684624716,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",167.433931575744
"146","PCRU","HOW3",68,"C",21,18.9,110,1462113.306,50793351.29,-6.464180709,17.76019053,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",159.050499586136
"147","PCRU","HOW1",119,"I",17.4,12.2,56,1462564.702,5079342.974,6.822153422,10.11425839,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",105.499238816722
"148","PCRU","HOW3",75,"D",37.6,9.7,339,1462128.826,50793330.05,9.055730137,-3.476169111,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",567.238085638791
"149","PCRU","HOW2",102,"C",41.2,18.9,119,1462186.077,5079349.39,-9.162901823,16.53031246,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",692.549690919372
"150","PCRU","HOW2",36,"S",14.3,5.3,353,1462200.5,5079332.214,5.260494604,-0.64590752,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",68.7430642316838
"151","PCRU","HOW1",123,"C",23.9,17.9,78,1462561.602,5079350.369,3.721619266,17.50884205,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",210.946796747208
"152","PCRU","HOW3",65,"C",18.2,5.5,149,1462115.056,50793336.36,-4.714420154,2.832709412,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",116.376731904335
"153","PCRU","HOW2",66,"D",30.2,14.4,250,1462190.315,5079319.328,-4.925090064,-13.53157374,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",351.548681683492
"154","PCRU","HOW3",67,"C",34.7,14.5,97,1462118.003,50793347.92,-1.767105479,14.3919192,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",476.068625149212
"155","PCRU","HOW2",67,"S",23.4,15.9,238,1462186.814,5079319.376,-8.425716301,-13.48396473,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",201.432032042722
"156","PCRU","HOW3",73,"C",32.6,14.9,10,1462134.444,50793336.12,14.67363552,2.587357847,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",415.417069875672
"157","PCRU","HOW2",34,"C",34.1,3.4,308,1462197.333,5079330.181,2.093249016,-2.679236562,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",458.282344833148
"158","PCRU","HOW2",88,"D",45.2,14.2,176,1462181.075,5079333.851,-14.16540951,0.990541927,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",847.808019677084
"159","PCRU","HOW2",49,"D",24.9,13.9,329,1462207.155,5079325.701,11.91462548,-7.159029241,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",230.692508715915
"160","PCRU","HOW2",76,"C",38.3,13.8,213,1462183.666,5079325.344,-11.57365384,-7.516018683,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",590.545331733039
"161","PCRU","HOW2",24,"C",41.3,15.6,25,1462209.378,5079339.453,14.13840148,6.592844883,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",696.224464726571
"162","PCRU","HOW2",12,"D",36.9,9.8,70,1462198.592,5079342.069,3.351797405,9.208987684,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",544.438557330642
"163","PCRU","HOW3",80,"I",12.2,10.2,245,1462115.459,50793324.29,-4.31070627,-9.244339428,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",48.6019649106812
"164","PCRU","HOW3",76,"C",25.7,16.8,295,1462126.87,50793318.3,7.099986797,-15.22597082,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",247.18056773902
"165","PCRU","HOW3",78,"C",28,12.4,274,1462120.635,50793321.16,0.864980274,-12.36979422,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",298.041197446757
"166","PCRU","HOW2",20,"C",30.5,15.6,60,1462203.04,5079346.37,7.8,13.5099963,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",359.216987545598
"167","PCRU","HOW3",74,"C",23.7,16.9,28,1462134.692,50793341.46,14.92181432,7.934069411,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",207.112330975552
"168","PCRU","HOW3",66,"C",24.2,16.8,152,1462104.936,50793341.42,-14.83351956,7.887122255,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",216.77004168284
"169","PCRU","HOW3",79,"C",34.3,17.8,342,1462136.699,50793328.03,16.92880599,-5.5005025,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",464.170334863757
"170","PCRU","HOW2",104,"D",28.9,16.9,114,1462188.366,5079348.299,-6.873849268,15.43891823,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",319.352490888376
"171","PIST","HOW2",46,"",56.3,17.3,357,1462212.516,5079331.955,17.27629095,-0.905412043,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",1347.73435351947
"172","PIST","HOW1",106,"D",48.9,4.8,54,1462560.701,5079336.743,2.821369211,3.883281573,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",954.391660065556
"173","PIST","HOW1",124,"D",47.3,19.2,55,1462568.893,5079348.588,11.01266758,15.72771925,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",879.719407956615
"174","PIST","HOW1",112,"D",48.4,13.1,19,1462570.266,5079337.125,12.38629334,4.264942823,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",930.669604740085
"175","PIST","HOW1",29,"D",37.5,20.3,337,1462576.566,5079324.928,18.68624853,-7.931841908,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",498.209281746397
"176","PIST","HOW1",103,"D",37,23.1,145,1462538.958,5079346.11,-18.92241222,13.24961568,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",482.097924569929
"177","PIST","HOW1",128,"C",29.8,14.4,350,1462572.061,5079330.359,14.18123164,-2.500533758,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",283.768948116039
"178","PIST","HOW3",64,"",86.5,18,150,1462104.182,50793342.53,-15.58845727,9,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",3857.99523393127
"179","PIST","HOW1",138,"D",45.6,24.2,40,1462576.418,5079348.415,18.53827552,15.55546015,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",804.29272289263
"180","PIST","HOW1",135,"D",36.5,20.9,1,1462578.777,5079333.225,20.89681683,0.364755295,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",466.298979142215
"181","PIST","HOW1",136,"D",36.5,22.4,29,1462577.471,5079343.72,19.59148144,10.85973549,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",466.298979142215
"182","PIST","HOW2",106,"D",74.4,19.8,158,1462176.882,5079340.277,-18.35824032,7.41721055,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",2667.4197274532
"183","PIST","HOW2",27,"D",66.6,18.8,8,1462213.857,5079335.476,18.61703969,2.616454298,7.95774715459477,0.0696,2.449,"ME",1,"Young1980","",2033.75028520495
"184","THOC","HOW1",50,"S",19.1,12.8,194,1462545.46,5079329.763,-12.4197853,-3.096600264,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",67.778838944542
"185","THOC","HOW1",52,"C",22.7,15.3,187,1462542.694,5079330.995,-15.18595612,-1.864600954,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",94.5359850739523
"186","THOC","HOW1",92,"S",11.6,11.6,95,1462556.869,5079344.416,-1.011006616,11.5558585,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",25.9283588762862
"187","THOC","HOW2",96,"S",23.1,11.8,91,1462195.034,5079344.658,-0.205938396,11.7982028,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",97.7720798492301
"188","THOC","HOW1",41,"S",12.4,11.3,178,1462546.587,5079333.254,-11.29311635,0.394364313,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",29.483916654795
"189","THOC","HOW2",84,"C",22.8,7.1,178,1462188.144,5079333.108,-7.095674872,0.247786427,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",95.3400963334888
"190","THOC","HOW2",45,"C",27.7,17.3,357,1462212.516,5079331.955,17.27629095,-0.905412043,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",138.734731098866
"191","THOC","HOW1",65,"I",28.2,14.5,209,1462545.198,5079325.83,-12.68198575,-7.029739494,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",143.600494866681
"192","THOC","HOW1",40,"I",15.6,11.2,181,1462546.682,5079332.665,-11.19829419,-0.195466952,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",45.8883791812837
"193","THOC","HOW3",62,"",20,13.5,108,1462115.598,50793346.37,-4.171729424,12.83926297,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",74.0671490517226
"194","THOC","HOW2",57,"C",26.5,4.7,240,1462192.89,5079328.79,-2.35,-4.070319398,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",127.386499668409
"195","THOC","HOW2",58,"C",23.7,6.6,260,1462194.094,5079326.36,-1.146077973,-6.49973117,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",102.724377380336
"196","THOC","HOW2",55,"C",31.5,8.4,278,1462196.409,5079324.542,1.169054048,-8.318251777,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",177.731962282539
"197","THOC","HOW2",52,"S",22.3,11.9,290,1462199.31,5079321.678,4.070039706,-11.18234219,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",91.3523177037612
"198","THOC","HOW2",101,"I",25,17.5,96,1462193.411,5079350.264,-1.829248107,17.40413317,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",113.857470841128
"199","THOC","HOW3",63,"",10.1,10.5,243,1462115.003,50793324.17,-4.766900247,-9.355568504,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",19.856275269677
"200","THOC","HOW2",59,"",25,8.6,238,1462190.683,5079325.567,-4.557305672,-7.293213627,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",113.857470841128
"201","THOC","HOW2",87,"C",21.8,9.3,164,1462186.3,5079335.423,-8.939733772,2.563427409,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",87.4465635263351
"202","THOC","HOW2",78,"C",28.4,16.8,180,1462178.44,5079332.86,-16.8,2.05825e-15,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",145.569382304217
"203","THOC","HOW1",99,"I",26.2,19.4,129,1462545.671,5079347.937,-12.20881559,15.07663165,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",124.622278690744
"204","THOC","HOW2",15,"I",27.8,10.2,79,1462197.186,5079342.873,1.946251753,10.01259727,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",139.70142850573
"205","THOC","HOW1",51,"I",22.7,14.5,195,1462543.874,5079329.107,-14.00592448,-3.752876154,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",94.5359850739523
"206","THOC","HOW1",132,"C",42.2,24.3,351,1462581.881,5079329.059,24.00082668,-3.8013575,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",312.237809490453
"207","THOC","HOW1",89,"I",25.1,12.1,132,1462549.784,5079341.852,-8.096480337,8.992052388,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",114.736665360256
"208","THOC","HOW2",71,"C",32,8.5,189,1462186.845,5079331.53,-8.395350895,-1.329692953,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",183.20799544737
"209","THOC","HOW2",50,"I",26.9,14,298,1462201.813,5079320.499,6.572601879,-12.3612663,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",131.117481298618
"210","THOC","HOW1",98,"I",21.2,19.4,125,1462546.753,5079348.752,-11.12738287,15.89154966,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",82.8681226485591
"211","THOC","HOW1",53,"C",23.4,17.2,189,1462540.892,5079330.169,-16.98823946,-2.690672799,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",100.233516121084
"212","THOC","HOW1",121,"C",16.6,12,43,1462566.656,5079341.044,8.776244419,8.183980321,7.95774715459477,0.2305,1.9269,"ME",1,"Young1980","",51.7246075906531
"213","TSCA","HOW1",24,"I",18.4,11.2,327,1462567.273,5079326.76,9.393110361,-6.099957192,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",96.2041722174448
"214","TSCA","HOW2",33,"C",37.8,1.9,343,1462197.057,5079332.304,1.816979036,-0.555506239,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",526.788199894037
"215","TSCA","HOW2",31,"S",11.8,1.1,317,1462196.044,5079332.11,0.804489072,-0.750198196,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",33.6928222760029
"216","TSCA","HOW3",5,"",20.5,12.5,176,1462107.3,50793334.4,-12.46955063,0.871955922,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",124.177453097324
"217","TSCA","HOW1",12,"D",27.8,16.1,278,1462560.121,5079316.917,2.240686925,-15.94331591,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",254.961290693359
"218","TSCA","HOW1",11,"D",42.5,12.8,287,1462561.622,5079320.619,3.74235782,-12.24070088,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",694.767973314903
"219","TSCA","HOW1",102,"D",43.6,24.5,91,1462557.452,5079357.356,-0.427583958,24.49626853,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",737.987313702112
"220","TSCA","HOW2",4,"S",10.9,5.6,33,1462199.937,5079335.91,4.69655518,3.049978596,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",27.9359737969702
"221","TSCA","HOW2",72,"C",27.1,10.3,190,1462185.096,5079331.071,-10.14351986,-1.78857623,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",240.058577745735
"222","TSCA","HOW1",63,"S",28.5,13,220,1462547.921,5079324.504,-9.958577761,-8.356238926,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",270.383857899664
"223","TSCA","HOW3",7,"C",29.3,6.3,115,1462117.108,50793339.24,-2.662495049,5.709739058,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",288.652227647199
"224","TSCA","HOW3",13,"D",64.4,14.7,128,1462110.72,50793345.11,-9.050223687,11.58375808,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",1854.04131415203
"225","TSCA","HOW2",44,"D",45.9,14.1,347,1462208.979,5079329.688,13.73861791,-3.171809866,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",833.25259319628
"226","TSCA","HOW1",62,"I",24.5,15.9,224,1462546.442,5079321.815,-11.43750283,-11.04506809,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",189.176504229605
"227","TSCA","HOW2",77,"C",20.1,15.5,205,1462181.192,5079326.309,-14.0477707,-6.550583057,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",118.530954940967
"228","TSCA","HOW2",2,"C",35.1,5.6,59,1462198.124,5079337.66,2.884213219,4.800136884,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",442.206855818363
"229","TSCA","HOW2",3,"S",19.3,6.5,43,1462199.994,5079337.293,4.753799061,4.43298934,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",107.689745639282
"230","TSCA","HOW2",5,"C",35.6,6.5,20,1462201.348,5079335.083,6.108002035,2.223130932,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",457.228312237853
"231","TSCA","HOW1",101,"D",38.7,24,80,1462562.048,5079356.495,4.167556264,23.63538607,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",556.891565903907
"232","TSCA","HOW3",20,"C",26.6,12.7,73,1462123.483,50793345.68,3.71312065,12.1450704,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",229.729419788999
"233","TSCA","HOW2",7,"C",25.3,9.4,0,1462204.64,5079332.86,9.4,0,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",204.090781815688
"234","TSCA","HOW1",76,"S",14.3,5.2,126,1462554.824,5079337.067,-3.056483312,4.206888371,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",53.043329193864
"235","TSCA","HOW1",37,"I",33.7,7.2,202,1462551.204,5079330.163,-6.675723753,-2.697167473,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",401.677209585524
"236","TSCA","HOW1",69,"C",25.8,13.3,251,1462553.55,5079320.285,-4.330056454,-12.57539706,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",213.744975250199
"237","TSCA","HOW1",17,"D",44.7,23.9,273,1462559.131,5079308.993,1.250829354,-23.86724588,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",782.71729810992
"238","TSCA","HOW1",14,"C",25.5,19.6,281,1462561.62,5079313.62,3.739856309,-19.2398928,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",207.921595271735
"239","TSCA","HOW2",37,"C",22.7,7.2,350,1462202.331,5079331.61,7.090615822,-1.250266879,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",157.979204063902
"240","TSCA","HOW2",41,"I",19.1,9,323,1462202.428,5079327.444,7.18771959,-5.416335208,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",105.072764275375
"241","TSCA","HOW1",74,"D",46.1,29.7,259,1462552.213,5079303.706,-5.667027163,-29.15432735,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",841.852740454472
"242","TSCA","HOW1",8,"S",15.2,8.24,284,1462559.873,5079324.865,1.99343642,-7.995236785,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",61.2679932917738
"243","TSCA","HOW2",30,"C",34,11.1,26,1462205.217,5079337.726,9.976613914,4.865919729,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",410.173324618551
"244","TSCA","HOW3",45,"S",15.6,7.1,185,1462112.697,50793332.91,-7.072982356,-0.618805774,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",65.1442394949408
"245","TSCA","HOW3",6,"C",39.8,6.2,117,1462116.955,50793339.05,-2.814741098,5.52424045,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",595.000739921274
"246","TSCA","HOW3",47,"D",43.2,11.1,197,1462109.155,50793330.28,-10.61498279,-3.245325922,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",722.097130762108
"247","TSCA","HOW2",21,"I",28.3,18.1,60,1462204.29,5079348.535,9.05,15.67505981,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",265.924088478758
"248","TSCA","HOW1",94,"I",37.6,15.4,115,1462551.372,5079346.817,-6.508321231,13.95713992,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",520.229275161504
"249","TSCA","HOW1",82,"C",40.5,6.7,79,1462559.158,5079339.437,1.278420269,6.576902129,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",620.012125195772
"250","TSCA","HOW3",11,"C",23.5,13.3,110,1462115.221,50793346.03,-4.548867906,12.49791186,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",171.444921396195
"251","TSCA","HOW3",53,"C",36,18.7,185,1462101.141,50793331.9,-18.62884085,-1.629812389,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",469.454245068253
"252","TSCA","HOW2",1,"C",31.3,3.8,48,1462197.783,5079335.684,2.542696304,2.823950337,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",337.365537435424
"253","TSCA","HOW2",40,"S",10.2,9.4,330,1462203.381,5079328.16,8.140638796,-4.7,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",23.8827691143315
"254","TSCA","HOW2",28,"C",23.7,13.7,15,1462208.473,5079336.406,13.23318382,3.545820918,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",174.91087938491
"255","TSCA","HOW2",42,"I",28.1,12.3,351,1462207.389,5079330.936,12.14856659,-1.92414392,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",261.507031120936
"256","TSCA","HOW3",17,"C",31.4,6,82,1462120.605,50793339.47,0.835038606,5.941608412,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",339.916623673918
"257","TSCA","HOW3",18,"S",16.7,11.7,70,1462123.772,50793344.52,4.001635677,10.99440366,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",76.5179179529757
"258","TSCA","HOW2",85,"I",15.7,5.1,150,1462190.823,5079335.41,-4.416729559,2.55,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",66.1347724459177
"259","TSCA","HOW3",60,"I",22.8,15.6,265,1462118.41,50793317.99,-1.359629587,-15.54063729,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",159.627746496063
"260","TSCA","HOW2",74,"I",22.2,13.5,200,1462182.554,5079328.243,-12.68585038,-4.617271935,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",149.884068858386
"261","TSCA","HOW2",8,"C",24.7,10.3,39,1462203.245,5079339.342,8.004603403,6.482000028,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",192.843963540384
"262","TSCA","HOW2",89,"C",23.9,14.8,178,1462180.449,5079333.377,-14.79098424,0.516512551,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",178.416895044559
"263","TSCA","HOW3",24,"I",14,12.1,33,1462129.918,50793340.12,10.14791387,6.590132324,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",50.4526795163902
"264","TSCA","HOW2",38,"C",23.1,8.3,328,1462202.279,5079328.462,7.038799198,-4.398329893,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",164.632687361246
"265","TSCA","HOW1",19,"D",52.2,25.4,306,1462572.81,5079312.311,14.92974541,-20.54903166,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",1129.00556189958
"266","TSCA","HOW1",72,"I",34.6,23.7,256,1462552.146,5079309.864,-5.733548926,-22.99600871,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",427.473972415002
"267","TSCA","HOW2",81,"S",11.9,2.1,101,1462194.839,5079334.921,-0.40069889,2.061417085,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",34.3710589920864
"268","TSCA","HOW2",95,"C",26,9.7,104,1462192.893,5079342.272,-2.346642387,9.411868545,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",217.678837967214
"269","TSCA","HOW2",56,"C",30.4,1.4,240,1462194.54,5079331.648,-0.7,-1.212435565,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",314.902564094352
"270","TSCA","HOW2",97,"C",22.8,11.7,117,1462189.928,5079343.285,-5.311688847,10.42477633,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",159.627746496063
"271","TSCA","HOW3",32,"C",43,7.9,292,1462122.729,50793326.21,2.959392088,-7.324752451,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",714.226740453507
"272","TSCA","HOW1",78,"D",35.9,7.5,115,1462554.71,5079339.657,-3.169636963,6.797308403,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",466.380317442752
"273","TSCA","HOW3",21,"D",45.6,17.9,56,1462129.78,50793348.37,10.00955297,14.83977255,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",820.44774067968
"274","TSCA","HOW3",35,"D",38.9,9.9,302,1462125.016,50793325.13,5.246200716,-8.395676152,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",563.712451687612
"275","TSCA","HOW2",62,"C",34.9,9.5,216,1462187.554,5079327.276,-7.685661447,-5.583959897,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",436.279157035736
"276","TSCA","HOW2",23,"I",28.3,18.1,60,1462204.29,5079348.535,9.05,15.67505981,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",265.924088478758
"277","TSCA","HOW2",11,"I",22.5,10.7,57,1462201.068,5079341.834,5.827637675,8.973775077,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",154.711681921111
"278","TSCA","HOW2",65,"C",20.2,12.7,240,1462188.89,5079321.861,-6.35,-10.99852263,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",119.928384546412
"279","TSCA","HOW1",5,"I",17.8,6.75,295,1462560.733,5079326.742,2.852673267,-6.117577562,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",88.9591396232783
"280","TSCA","HOW1",73,"C",36.2,24.5,253,1462550.717,5079309.431,-7.163106766,-23.42946652,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",475.63705947386
"281","TSCA","HOW3",2,"I",19.1,6.3,158,1462113.929,50793335.89,-5.841258284,2.360021539,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",105.072764275375
"282","TSCA","HOW3",3,"C",32.1,7.2,175,1462112.597,50793334.16,-7.172601826,0.627521348,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",358.085379691946
"283","TSCA","HOW3",4,"D",48.4,9.1,160,1462111.219,50793336.64,-8.551202849,3.112383304,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",944.436895794846
"284","TSCA","HOW3",58,"D",47.1,14.7,238,1462111.98,50793321.06,-7.789813184,-12.46630701,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",885.619419183804
"285","TSCA","HOW3",46,"S",15.4,7.3,180,1462112.47,50793333.53,-7.3,8.94358e-16,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",63.1889793990437
"286","TSCA","HOW2",99,"C",28.5,11.5,122,1462189.146,5079342.613,-6.094071539,9.752553106,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",270.383857899664
"287","TSCA","HOW3",8,"C",34.1,9.2,103,1462117.7,50793342.49,-2.0695497,8.964204596,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",413.028168332542
"288","TSCA","HOW3",9,"D",33.2,10.7,116,1462115.079,50793343.15,-4.690571271,9.617096295,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",387.744339768865
"289","TSCA","HOW3",10,"S",13.7,10.4,103,1462117.431,50793343.66,-2.339490965,10.13344867,7.95774715459477,0.0991,2.3617,"ME",1,"Young1980","Ter-Miakelian",47.9365327091749
