"","species","site","trees","meanRW","year","rACUM","rACUM.inv","Canopy","dbh","dist","azimuth","easting","northing","A","B","convha","a","b","region","eq","Origin_ref","ref","dbhest1","dbhest2","AB","annAB","annAB.ha"
"1736","PCRU","HOW1",120,0.6635,1914,25.2825,104.818,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.4037,7.5364,16.9816231975249,0.645948542784546,5.14029517835836
"1737","PCRU","HOW1",120,0.462,1915,25.7445,104.356,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.5364,7.6288,17.4394291900972,0.457805992572223,3.64310433474804
"1738","PCRU","HOW1",120,0.234,1916,25.9785,104.122,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.6288,7.6756,17.673824684861,0.234395494763882,1.86526008150711
"1739","PCRU","HOW1",120,0.095,1917,26.0735,104.027,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.6756,7.6946,17.7694694188222,0.0956447339611485,0.761116609531303
"1740","PCRU","HOW1",120,0.1065,1918,26.18,103.9205,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.6946,7.7159,17.8770248616679,0.107555442845714,0.855899019266658
"1741","PCRU","HOW1",120,0.034,1919,26.214,103.8865,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.7159,7.7227,17.9114358897025,0.0344110280346341,0.273834260429291
"1742","PCRU","HOW1",120,0.164,1920,26.378,103.7225,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.7227,7.7555,18.0779222961259,0.166486406423395,1.32485672699448
"1743","PCRU","HOW1",120,0.2285,1921,26.6065,103.494,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.7555,7.8012,18.311278998105,0.233356701979092,1.85699363117974
"1744","PCRU","HOW1",120,0.385,1922,26.9915,103.109,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.8012,7.8782,18.7081335794046,0.39685458129962,3.15806841512495
"1745","PCRU","HOW1",120,0.608,1923,27.5995,102.501,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.8782,7.9998,19.3442571538011,0.636123574396431,5.06211056412385
"1746","PCRU","HOW1",120,0.623,1843,0.623,129.4775,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.4799,2.6045,1.66976978818622,0.169462886054525,1.34854279930981
"1747","PCRU","HOW1",120,0.5075,1844,1.1305,128.97,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.6045,2.706,1.8151055624311,0.145335774244884,1.15654534395806
"1748","PCRU","HOW1",120,0.505,1845,1.6355,128.465,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.706,2.807,1.96627158854669,0.151166026115591,1.20294101419274
"1749","PCRU","HOW1",120,0.312,1846,1.9475,128.153,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.807,2.8694,2.0629479730079,0.0966763844612113,0.769326223362714
"1750","PCRU","HOW1",120,0.403,1847,2.3505,127.75,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.8694,2.95,2.19155199111511,0.128604018107209,1.0233982591621
"1751","PCRU","HOW1",120,0.17,1848,2.5205,127.58,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.95,2.984,2.24706760437521,0.0555156132601009,0.441779213456152
"1752","PCRU","HOW1",120,0.1765,1849,2.697,127.4035,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.984,3.0193,2.30550303387389,0.0584354294986762,0.465014372820614
"1753","PCRU","HOW1",120,0.133,1850,2.83,127.2705,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.0193,3.0459,2.35007412751139,0.0445710936375002,0.354685493570994
"1754","PCRU","HOW1",120,0.1045,1851,2.9345,127.166,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.0459,3.0668,2.38541894742851,0.0353448199171201,0.281265140125127
"1755","PCRU","HOW1",120,0.263,1852,3.1975,126.903,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.0668,3.1194,2.47563981225789,0.0902208648293874,0.717954830381137
"1756","PCRU","HOW1",120,0.1465,1853,3.344,126.7565,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.1194,3.1487,2.526683885128,0.0510440728701095,0.406195825641042
"1757","PCRU","HOW1",120,0.166,1854,3.51,126.5905,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.1487,3.1819,2.58520510467205,0.0585212195440473,0.465697068310058
"1758","PCRU","HOW1",120,0.113,1855,3.623,126.4775,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.1819,3.2045,2.62545754259773,0.0402524379256839,0.320318723368614
"1759","PCRU","HOW1",120,0.102,1856,3.725,126.3755,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.2045,3.2249,2.66208118464946,0.0366236420517299,0.291441683328051
"1760","PCRU","HOW1",120,0.0755,1857,3.8005,126.3,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.2249,3.24,2.68936701809563,0.0272858334461767,0.21713376346706
"1761","PCRU","HOW1",120,0.1335,1858,3.934,126.1665,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.24,3.2667,2.73798342968255,0.0486164115869187,0.38687711097241
"1762","PCRU","HOW1",120,0.1045,1859,4.0385,126.062,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.2667,3.2876,2.77636852691631,0.0383850972337606,0.305458898290802
"1763","PCRU","HOW1",120,0.119,1860,4.1575,125.943,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.2876,3.3114,2.82043267263335,0.0440641457170396,0.350651330199421
"1764","PCRU","HOW1",120,0.2425,1861,4.4,125.7005,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.3114,3.3599,2.91139239408723,0.0909597214538871,0.723834464582403
"1765","PCRU","HOW1",120,0.3105,1862,4.7105,125.39,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.3599,3.422,3.03014609870854,0.118753704621303,0.945011955047764
"1766","PCRU","HOW1",120,0.415,1863,5.1255,124.975,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.422,3.505,3.19289230254225,0.162746203833716,1.29509314047885
"1767","PCRU","HOW1",120,0.5165,1864,5.642,124.4585,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.505,3.6083,3.40190339508742,0.209011092545172,1.66325742698009
"1768","PCRU","HOW1",120,0.3325,1865,5.9745,124.126,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.6083,3.6748,3.54026279532104,0.138359400233615,1.10102912352049
"1769","PCRU","HOW1",120,0.3845,1866,6.359,123.7415,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.6748,3.7517,3.70399393292679,0.163731137605751,1.30293099440073
"1770","PCRU","HOW1",120,0.3545,1867,6.7135,123.387,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.7517,3.8226,3.85851060884076,0.154516675913969,1.22960463809183
"1771","PCRU","HOW1",120,0.4925,1868,7.206,122.8945,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.8226,3.9211,4.07886942602713,0.22035881718637,1.7535597504547
"1772","PCRU","HOW1",120,0.35,1869,7.556,122.5445,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.9211,3.9911,4.23950824002851,0.160638814001382,1.27832306503698
"1773","PCRU","HOW1",120,0.523,1870,8.079,122.0215,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.9911,4.0957,4.48582826119546,0.246320021166947,1.960152447561
"1774","PCRU","HOW1",120,0.371,1871,8.45,121.6505,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.0957,4.1699,4.66513901361904,0.179310752423571,1.42690962988692
"1775","PCRU","HOW1",120,0.292,1872,8.742,121.3585,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.1699,4.2283,4.80894980058305,0.143810786964012,1.1444098807629
"1776","PCRU","HOW1",120,0.2705,1873,9.0125,121.088,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.2283,4.2824,4.94428550723529,0.135335706652236,1.0769673345269
"1777","PCRU","HOW1",120,0.369,1874,9.3815,120.719,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.2824,4.3562,5.13218931212725,0.187903804891966,1.49529096871657
"1778","PCRU","HOW1",120,0.4635,1875,9.845,120.2555,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.3562,4.4489,5.37360623341671,0.241416921289461,1.92113481846223
"1779","PCRU","HOW1",120,0.3885,1876,10.2335,119.867,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.4489,4.5266,5.58059946537802,0.206993231961309,1.64719980266048
"1780","PCRU","HOW1",120,0.4295,1877,10.663,119.4375,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.5266,4.6125,5.81438028300226,0.233780817624234,1.86036863624809
"1781","PCRU","HOW1",120,0.3545,1878,11.0175,119.083,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.6125,4.6834,6.01126023374292,0.196879950740669,1.56672086780332
"1782","PCRU","HOW1",120,0.3235,1879,11.341,118.7595,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.6834,4.7481,6.1940280134282,0.182767779685273,1.45441977874209
"1783","PCRU","HOW1",120,0.337,1880,11.678,118.4225,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.7481,4.8155,6.38758166228596,0.193553648857761,1.54025099845929
"1784","PCRU","HOW1",120,0.253,1881,11.931,118.1695,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.8155,4.8661,6.53501373604161,0.147432073755649,1.17322716542502
"1785","PCRU","HOW1",120,0.335,1882,12.266,117.8345,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.8661,4.9331,6.73303854759265,0.198024811551043,1.57583138065948
"1786","PCRU","HOW1",120,0.286,1883,12.552,117.5485,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.9331,4.9903,6.9046362569131,0.171597709320452,1.3655311830798
"1787","PCRU","HOW1",120,0.3135,1884,12.8655,117.235,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.9903,5.053,7.09542534966729,0.190789092754186,1.51825135999234
"1788","PCRU","HOW1",120,0.3475,1885,13.213,116.8875,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.053,5.1225,7.31020323698401,0.214777887316722,1.70914812166452
"1789","PCRU","HOW1",120,0.3535,1886,13.5665,116.534,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.1225,5.1932,7.53225523442694,0.222051997442916,1.76703365082345
"1790","PCRU","HOW1",120,0.431,1887,13.9975,116.103,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.1932,5.2794,7.80786740280988,0.275612168382946,2.19325194872108
"1791","PCRU","HOW1",120,0.3855,1888,14.383,115.7175,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.2794,5.3565,8.05893733299081,0.251069930180929,1.9979510225016
"1792","PCRU","HOW1",120,0.281,1889,14.664,115.4365,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.3565,5.4127,8.24466445235319,0.18572711936238,1.47796945563706
"1793","PCRU","HOW1",120,0.3395,1890,15.0035,115.097,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.4127,5.4806,8.4721195095399,0.227455057186712,1.81002983412575
"1794","PCRU","HOW1",120,0.272,1891,15.2755,114.825,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.4806,5.535,8.65677426645962,0.184654756919734,1.4694358664604
"1795","PCRU","HOW1",120,1.937,1958,75.9735,54.127,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",17.2872,17.6746,109.167780494056,5.15582959374363,41.0287882791889
"1796","PCRU","HOW1",120,1.739,1959,77.7125,52.388,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",17.6746,18.0224,113.911947371824,4.74416687776847,37.7528804724848
"1797","PCRU","HOW1",120,1.945,1960,79.6575,50.443,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",18.0224,18.4114,119.347913521389,5.43596614956447,43.2580441591701
"1798","PCRU","HOW1",120,1.5755,1948,58.068,72.0325,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",13.7784,14.0935,66.5945192651744,3.20736239068606,25.5233789382363
"1799","PCRU","HOW1",120,1.751,1949,59.819,70.2815,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",14.0935,14.4437,70.2600402255755,3.66552096040109,29.1692889927393
"1800","PCRU","HOW1",120,1.7475,1950,61.5665,68.534,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",14.4437,14.7932,74.0245787136191,3.76453848804361,29.9572454415916
"1801","PCRU","HOW1",120,2.131,1951,63.6975,66.403,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",14.7932,15.2194,78.7597136118265,4.7351348982074,37.6810062628324
"1802","PCRU","HOW1",120,1.523,1952,65.2205,64.88,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",15.2194,15.524,82.241543090306,3.48182947847951,27.7075186251545
"1803","PCRU","HOW1",120,1.5705,1953,66.791,63.3095,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",15.524,15.8381,85.9176010586782,3.6760579683722,29.2531398379393
"1804","PCRU","HOW1",120,1.9965,1954,68.7875,61.313,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",15.8381,16.2374,90.7168190853911,4.79921802671289,38.1909635963544
"1805","PCRU","HOW1",120,1.9625,1955,70.75,59.3505,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",16.2374,16.6299,95.5723789172264,4.85555983183527,38.6393174357517
"1806","PCRU","HOW1",120,1.493,1956,72.243,57.8575,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",16.6299,16.9285,99.3583691259175,3.78599020869111,30.1279528105353
"1807","PCRU","HOW1",120,1.7935,1957,74.0365,56.064,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",16.9285,17.2872,104.011950900312,4.65358177439463,37.032027123863
"1808","PCRU","HOW1",120,1.408,1962,82.998,47.1025,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",18.7979,19.0795,129.005449077041,4.12024284829039,32.7878508022223
"1809","PCRU","HOW1",120,1.679,1963,84.677,45.4235,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",19.0795,19.4153,134.01360795843,5.00815888138929,39.8536620881341
"1810","PCRU","HOW1",120,1.596,1964,86.273,43.8275,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",19.4153,19.7345,138.87016559707,4.85655763864034,38.6472577300157
"1811","PCRU","HOW1",120,1.9325,1961,81.59,48.5105,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",18.4114,18.7979,124.88520622875,5.53729270736148,44.0643752861642
"1812","PCRU","HOW1",120,1.1485,1966,88.524,41.5765,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",19.955,20.1847,145.879409228714,3.59960845327509,28.6447739267051
"1813","PCRU","HOW1",120,1.723,1967,90.247,39.8535,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",20.1847,20.5293,151.371135046529,5.4917258178153,43.7017655005344
"1814","PCRU","HOW1",120,1.804,1968,92.051,38.0495,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",20.5293,20.8901,157.239071275182,5.8679362286529,46.6955528269062
"1815","PCRU","HOW1",120,1.1025,1965,87.3755,42.725,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",19.7345,19.955,142.279800775439,3.40963517836882,27.1330146388707
"1816","PCRU","HOW1",120,2.383,1969,94.434,35.6665,"C",28.5,12,44,1462566.512,5079341.196,8.632077604,8.335900446,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",20.8901,21.3667,165.176087794987,7.9370165198044,63.1607706264452
"1817","PCRU","HOW1",35,1.9235,1948,24.681,90.817,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",6.9519,7.3366,16.0142113593334,1.77643085515394,14.1363875829357
"1818","PCRU","HOW1",35,2.2515,1949,26.9325,88.5655,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.3366,7.7869,18.238084918438,2.22387355910461,17.6970234871433
"1819","PCRU","HOW1",35,2.4535,1950,29.386,86.112,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",7.7869,8.2776,20.8408631165787,2.60277819814075,20.7122508002959
"1820","PCRU","HOW1",35,2.4125,1951,31.7985,83.6995,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",8.2776,8.7601,23.5845505076364,2.74368739105763,21.8335705292864
"1821","PCRU","HOW1",35,1.557,1952,33.3555,82.1425,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",8.7601,9.0715,25.4532828240857,1.86873231644931,14.8708992739238
"1822","PCRU","HOW1",35,1.653,1953,35.0085,80.4895,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",9.0715,9.4021,27.5220132538009,2.06873042971526,16.4624336906902
"1823","PCRU","HOW1",35,2.027,1954,37.0355,78.4625,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",9.4021,9.8075,30.1788108288901,2.65679757508915,21.1421233435
"1824","PCRU","HOW1",35,0.6515,1982,83.161,32.337,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",18.9023,19.0326,128.314198000451,1.90991147858152,15.19859263421
"1825","PCRU","HOW1",35,0.475,1983,83.636,31.862,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",19.0326,19.1276,129.716477742767,1.4022797423163,11.1589876293634
"1826","PCRU","HOW1",35,0.48,1984,84.116,31.382,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",19.1276,19.2236,131.14191270245,1.42543495968314,11.3432509944784
"1827","PCRU","HOW1",35,0.569,1985,84.685,30.813,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",19.2236,19.3374,132.842587951287,1.70067524883648,13.5335436223182
"1828","PCRU","HOW1",35,1.758,1930,1.758,113.74,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.4004,2.752,1.88314099969337,0.485841654663677,3.86620504498349
"1829","PCRU","HOW1",35,2.005,1931,3.763,111.735,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",2.752,3.153,2.53422251669407,0.651081517000705,5.18114208932161
"1830","PCRU","HOW1",35,1.621,1932,5.384,110.114,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.153,3.4772,3.1378681344551,0.603645617761021,4.80365919712137
"1831","PCRU","HOW1",35,1.3995,1933,6.7835,108.7145,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.4772,3.7571,3.71564214532292,0.577774010867826,4.59777949098225
"1832","PCRU","HOW1",35,1.2065,1934,7.99,107.508,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.7571,3.9984,4.25645431522881,0.540812169905885,4.30364650623878
"1833","PCRU","HOW1",35,1.561,1935,9.551,105.947,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",3.9984,4.3106,5.01563783689843,0.759183521669627,6.04139050938171
"1834","PCRU","HOW1",35,1.1795,1936,10.7305,104.7675,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.3106,4.5465,5.6342956848594,0.61865784796097,4.92312272927913
"1835","PCRU","HOW1",35,1.496,1937,12.2265,103.2715,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.5465,4.8457,6.47535536575364,0.841059680894246,6.69294028248057
"1836","PCRU","HOW1",35,1.2645,1938,13.491,102.007,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",4.8457,5.0986,7.23595275800245,0.760597392248809,6.05264173396017
"1837","PCRU","HOW1",35,1.165,1939,14.656,100.842,"C",25.5,3.7,248,1462556.494,5079329.429,-1.386044396,-3.430580262,7.95774715459477,0.2066,2.183,"NH",1,"Whittaker1974","",5.0986,5.3316,7.97738163636062,0.741428878358173,5.90010354708914
